전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
감사,14,375ml,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,"￦15,000 (가격은 판매처 별로 상이할 수 있습니다.)","약주, 청주",http://www.sulseam.com,"감사블루는 값진 인연에 감사와 사랑을 전한다는 뜻을 담아 만든 술샘의 &quot;감사&quot;를 살균한 약주입니다. 주정과 조미료를 쓰지 않고 오로지 멥쌀로만 빚어 깔끔하고 드라이합니다. 은은하게 올라오는 과실향과 익은 곡물 맛이 특징이며, 전체적으로 단맛과 신맛 등 오미의 균형이 잘 갖춰져 있고, 부드러운 목넘김을 가지고 있습니다.",,없음,,,,
배꽃 필 무렵,14,20ml / 140ml,"맵쌀, 잣잎추출물",예술주조,"￦50,000 (가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076876,"용인의 술샘에서 선보이는 술 '감사', 인생에서 가장 값진 선물 중 하나가 바로 인연이라고 할 수 있는데, 그 소중한 인연에 감사하고 사랑하고 존경하는 마음을 전하기 위한 술이다. 기술적으로 어려운 멥쌀로 빚은 술이며 깔끔한 맛이 일품이다. 쌀과 물, 누룩 이외에 일체 첨가물 없이 14%로 만들어진 우리 술로 명절 차례상에도 올리기 좋은 술이다.","단맛:2, 신맛:2, 청량감:2, 바디감:2",탕/전골:전골류,,,,
양지백주,15,500ml,"국내산 쌀, 누룩, 효모, 정제수",양지술곳간,,탁주,https://smartstore.naver.com/ye-sul,"‘배꽃필무렵’은 이화주입니다. 이화주는 ‘배꽃 필 때 빚는다’ 하여 이화주(梨花酒)라고 불립니다. 이화주는 고려시대 때부터 빚어졌던 술로, 빛깔이 희고 된죽과 같아 숟가락으로 떠먹기도 하고, 찬물에 타서 마시기도 합니다. 역사는 고려때 문헌인 ‘동국이상국집’과 ‘한림별곡’ 에 기록이 나옵니다.","단맛:1, 신맛:2, 청량감:1, 바디감:3","디저트:잣박산, 강정류",,,,
대통대잎술,15,700ml,"쌀, 누룩, 갈근, 구기자, 솔잎, 진피 등",추성고을,"￦16,000 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://smartstore.naver.com/yangjisoolgodganhttps://smartstore.naver.com/yangjisoolgodgan,한계령의 맑은 물과 설악산의 정기받은 청정한 양양의 쌀로 총 세번 빚어 만들었다. 삼양주법으로 빚어 맛이 깊고 진하며 일체의 첨가제 없이 누룩과 쌀로만 빚은 무첨가 순곡주이다.,,"탕/전골:닭볶음탕, 고추장 찌개",,,,
녹파주,15,375ml,"국내산 찹쌀, 멥쌀, 누룩, 정제수",솔송주(명가원),"￦35,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075524,"사군자(四君子) 중 하나인 대나무는 많은 문인고사들이 그 청고하고 단아한 정취와 품격을 나타내고자 사용한 예술에 불가결의 존재였으며, 동시에 군왕의 높은 덕망과 비유되어 칭송되어 그 고결한 아름다움이 마치 군자와 같다고 비유되어왔다. 대한민국 식품명인 22호 양대수 명인의 혼이 담긴 담양의 대나무 전통주인 담양 대통대잎술은, 쌀과 각종 한약재를 넣어 빚고 대나무 통에서 2차 숙성을 거쳐야 비로소 그 향과 맛이 녹아있는 좋은 술로 태어나게 된다. ","단맛:1, 신맛:1, 청량감:2, 목넘김:3",육류:스테이크,,,,
기다림 맑은술,15,500ml,"국내산 멥쌀, 국내산 찹쌀, 곡자, 정제수",제이케이크래프트,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074038,"녹파주는 우리나라 최초로 발간된 요리책인 [산가요록]에 실려있던 고려시대 대표주이다. 여러 고문헌에도 제조법이 수록되어 있는 것으로 보아 그 인기를 짐작할 수 있다. 잔에 담긴 모습이 마치 거울에 비친 푸른 파도같이 맑다 하여 녹파주란 이름이 붙여졌다. (주)솔송주가 농촌진흥청과 함께 현대인에 맞게 재해석한 고급약주로서 녹파주 한잔에는 깔끔함과 풍미, 그리고 세련됨이 담겨 있다.","단맛:3, 신맛:2, 청량감:2, 바디감:3",연잎밥,,,,
순향주,15,375ml,"쌀, 누룩, 정제수",추연당,"￦56,000(375ml*3병)(가격은 판매처 별로 상이할 수 있습니다)",약주,http://www.gidarim.co.kr/,"기다림 맑은술'은 깔끔한 느낌을 유지하면서도 주원료인 찹쌀의 감칠맛을 살린 순하면서도 묵직함을 겸비하고 있는 약주이다. 단어로 정의 할 수 없는 풍부하고 오묘한 향과 맛을 자랑한다. 멥쌀, 찹쌀, 곡자(밀누룩), 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 부산의 시화 '동백꽃'을 모티브로 하고 동백꽃의 꽃말이기도한 '기다림'을 브랜드로 하였다.","단맛:4, 신맛:3, 청량감:3, 바디감:3","탕/전골:곱창전골, 연포탕",,,,
희양산 막걸리 15도,15,500ml,"정제수, 쌀(국내산), 누룩(국내산), 효모",두술도가,"￦9,500 (가격은 판매처 별로 상이할 수 있습니다)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100204396,"'순향주'는 제조사 추연당에서 생산하는 '순향주'는 약주 특유의 고소함 속에 은은한 단맛이 매력적인 생약주이다. 40일 동안 발효하고 60일 동안 저온숙성한 정성이 듬뿍 담긴 약주이다. 또한 오양주 방식으로 술을 빚는데 오양주란 '한 번에 빚는 밑술에 덧술을 네번 더해 다섯 번을 빚는 술'을 뜻한다. 그 만큼 제조공정이 까다롭고, 술 빚는 이의 정성이 필요하여 예로부터 오양주는 신분이 높은 양반가에서 즐겨 마시던 술이었다. '순향주'는 한식과도 퓨전음식과도 잘 어울린다.","단맛:2, 신맛:2, 청량감:2, 바디감:2",한정식,,,,
석탄주 탁주,15,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",탁주,https://doosool.modoo.at,"‘희양산막걸리’는 경북 문경시 가은읍에 위치한 희양산 자락 아래 맑은 지역에서, 무농약, 무화학비료로 농사지어진 쌀 만을 사용한다. 여기에 우리밀 누룩을 첨가하여 빚어진다. 일체의 인공첨가물은 사용하지 않으며, 한 달 이상의 완전 발효와 숙성을 거치므로 탄산이 거의 없다. ‘희양산막걸리’는 드라이한 편에 속하는 막걸리이며 단맛, 신맛, 쓴맛 등의 다양한 맛이 포함된 프리미엄 수제 막걸리다.","단맛:3, 신맛:4, 청량감:1, 바디감:5",없음,,,,
바랑 탁,15,375ml,"국내산 찹쌀, 국내산 멥쌀, 누룩, 소맥분, 정제수",금계당,￦18000 (가격은 판매처 별로 상이할 수 있습니다),탁주,https://ksoju.modoo.at/,"석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '석탄주 탁주' 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.","단맛:2, 신맛:3, 청량감:3, 바디감:4",디저트:샐러드,,,,
방문주 탁주,15,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100501006/products/4652340583,바랑 탁은 안동 바랑골에서 농사를 지은 쌀과 5대째 내려오고 있는 발효기법이 합쳐져 만들어진 술이다. 바랑은 승려들이 등에 지고 다니는 자루 모양의 주머니를 뜻한다. 지역명과 술을 담는다는 주머니를 중의적으로 이름에 담고 있다. 시흥 삼해주 5대 이수자인 서규리 대표가 운영하는 금계당에서 빚는 수제 막걸리로 생쌀 발효의 특징을 담아내듯 담백하고 100일 숙성된 술답게 맛의 균형감도 잘 잡혀 있다.,"단맛:4, 신맛:2, 청량감:1, 바디감:4",육류:불고기,,,,
원매,15,750ml,"매실원주액, 매실청, 꿀, 카라멜, 효소처리스테비아, 정제수",더한주류,"￦35,000(가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://ksoju.modoo.at/,"방문주(方文酒)는 이름 그대로 '술 빚는 방법대로 빚은 술'을 뜻한다. 방문주는 주로 봄, 가을철에 빚는 술로 알려져 있는데, 문헌 및 가전비법에 따라 재료의 처리방법이 다양하므로, 술 빚기에 있어 까다로운 면이 없지 않다. 그러나 맛과 향, 알코올 도수의 함량 등에서 단연 특별하다 싶을 정도로 뛰어난 맛과 향취를 자랑한다.(한국전통주연구소 박록담 소장)","단맛:2, 신맛:3, 청량감:3, 바디감:4","육류:잡채, 육전",,,,
정고집 나주배 약주 15%,15,500ml,"쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",남도탁주,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",리큐르주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100079873,"제조사 '더한'에서 제조하는 매실주는 특별하다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용한다. 황매는 청매에 비해 향미가 뛰어나지만 고가인 단점이 있으나 최상의 원료로 최상의 제품을 만든다는 제품 철학으로 황매를 이용한다. 또한 천연꿀을 첨가하여 숙취 해소에 도움이 되어 음주 후 머리가 아프지 않은 것이 특징이다. '원매'는 황매실 100%로 3년 이상 숙성 시켜 매실청으로 만든 프리미엄 매실주이다. 국내외 주류품평회에서 수많은 수상 기록이 말해주듯 '원매'의 제품력은 단연 최고이다.","향:4, 바디감:3, 목넘김:1",,,,,
애석,15,500ml,"국내산쌀, 누룩, 정제수",농업회사법인 (주)두루,"￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",약주,https://namdotakju.modoo.at/,"정고집 나주배 약주'는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종이다. 나주를 대표하는 배를 원료로 2,200시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술이다. 나주배를 가공하여 부가가치 높은 술로 빚어 지역경제 활성화에도 기여하고 모든 국민이 즐기는 나주배를 술로 빚어 색다른 배의 맛을 선사하고 있다. 젊은 소비자에게 선택 받을 수 있도록 패키지와 라벨도 현대적이고 세련된 디자인하였다.","단맛:4, 신맛:2, 청량감:3, 바디감:3",육류:소고기,,,,
석탄주 약주,15,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주(전주가양주연구소),"￦7,000 (가격은 판매처 별로 상이할 수 있습니다)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100441845,"애석'은 쌀과 누룩만으로 빚어낸 석탄주이다. '석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '애석'은 기록으로만 전해오던 가양주를 복원한 값진 술이다.","단맛:2, 신맛:1, 청량감:2, 바디감:2",전/무침:녹두전,,,,
모든날에,15,500ml,"정제수48.8%, 찹쌀(국내산, 39%), 멥쌀(국내산, 7.8%), 밀누룩4.4%",양지술곳간,,약주,https://ksoju.modoo.at/,"석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '석탄주 약주' 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.","단맛:1, 신맛:3, 청량감:2, 바디감:3",해산물:참치 뱃살,,,,
보성 강하주,15,350ml,국내산 찹쌀100%,보성강하주,,"약주, 청주",http://blog.naver.com/yangji_o1014,한계령 맑은물과 설악산아래 양양쌀로 빚은 정통삼양주로 자연의 맛과향의 무첨가 순곡주이다.,,없음,,,,
자희향 국화주,15,375ml,국내산 쌀,자희자양,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)","약주, 청주",,보성 강하주는 1800년대부터 전해내려 온 회천면 율포지역의 황갈색 맑은 빛깔의 기품 넘치는 술로 100% 국내산 찹쌀로 빚었으며 향과 맛이 진하며 마실 때 목을 톡 쏘는 듯하며 뒷맛이 개운하다.,,없음,,,,
방문주 약주,15,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주,"￦7,000 (가격은 판매처 별로 상이할 수 있습니다)",약주,http://jaheejayang.modoo.at/,자희향 국화주는 100% 함평산의 친환경 찹쌀과 은은한 황국화 향의 자연스러운 단 맛이 잘 어우러진 전통 방식으로 모든 작업이 수작업으로 빚어지고 있다. 인공 감미료를 넣지 않은 순수 전통방식의 약주로 목 넘김이 부드러워 사케나 디저트 와인 대용으로 손색이 없는 전통주. 깨끗이 세척해 12시간 불린 쌀로 밑술과 덧술을 만들어 약 3개월 간의 길고 긴 숙성과정을 거쳐야 비로소 자희향 국화주를 만날 수 있다.,"단맛:1, 신맛:2, 청량감:1, 바디감:2",전/무침:두부김치,,,,
맑은술 해밀,15,500ml,"쌀, 누룩, 정제수",내변산양조장,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",약주,https://ksoju.modoo.at/,"방문주(方文酒)는 이름 그대로 '술 빚는 방법대로 빚은 술'을 뜻한다. 방문주는 주로 봄, 가을철에 빚는 술로 알려져 있는데, 문헌 및 가전비법에 따라 재료의 처리방법이 다양하므로, 술 빚기에 있어 까다로운 면이 없지 않다. 그러나 맛과 향, 알코올 도수의 함량 등에서 단연 특별하다 싶을 정도로 뛰어난 맛과 향취를 자랑한다.(한국전통주연구소 박록담 소장)","단맛:2, 신맛:3, 청량감:3, 바디감:3","육류:한우 불고기, 떡갈비",,,,
맑은바당,15,375ml,"쌀(국내산), 국(밀누룩)",술도가 제주바당,,약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068999,"맑은술 해밀'은 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다.","단맛:3, 신맛:2, 청량감:2, 바디감:2",해산물:생선요리,,,,
풍정사계 춘(春),15,500ml,"찹쌀, 향온곡",화양,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)","약주, 청주",https://jejudoga.modoo.at/?link=bhbi4q29,제주 쌀과 전통 누룩으로 손수 술을 빚어 5개월이 넘는 숙성 기간을 거쳐 만들어진 술도가의 대표 술이다. 단 맛이 강한 일반 약주와 달리 은은한 향과 산미가 느껴진다.,,"해산물:회, 전복",,,,
삼양춘 청주,15,500ml,"정제수, 찹쌀, 맵쌀, 누룩",삼양춘,￦16800 (가격은 판매처 별로 상이할 수 있습니다),약주,https://pjsg.modoo.at/,"풍정사계 춘'은 설기로 밑술한 법주를 발효 후 저온 숙성한 백일주이다. 잘 숙성된 누룩의 향과 특유의 배꽃, 메밀꽃, 어린 사과향이 있다. 12~13℃에서 최적의 맛이 살아나며 목넘김이 부드러워 도수가 낮게 느껴진다. 분위기 있는 대화에 어울린다. “진달래 활짝 폈을 때 할미꽃, 제비꽃 초대해서 같이 마시고 싶은 술”이다. 2016년 대한민국 우리술품평회 약주청주 부문 최우수상을 수상한 제품이다.","단맛:2, 신맛:1, 청량감:1, 바디감:2",육류:불고기,,,,
세종대왕어주 약주,15,500ml,"쌀, 누룩 정제수",,"￦25,900 (가격은 판매처 별로 상이할 수 있습니다)",청주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077742/products/4588320657,"삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양주(三釀酒)의 특장점은, 상대적으로 단일한 맛을 가지고 있는 사케(일본 청주)와는 달리, 전통 누룩에서만 발현될 수 있는 풍부한 과실향을 지니고 있다는 점과, 오미 (五味, 다섯가지 맛)가 조화롭게 어우러져 있다. 그렇기에 청주를 빚으면서도 이러한 특징들이 발현될 수 있도록, 백국과 황국의 절묘한 조화, 1%미만의 소량의 전통 누룩으로 우리의 향기를 더하면서도 깔끔한 맛을 낸다.","단맛:3, 신맛:4, 청량감:2, 바디감:3",해산물:생선찜,,,,
술아 국화주,15,375ml,"국내산 찹쌀, 누룩, 건조국화꽃, 증류주, 정제수",술아원,"￦36,000(375ml*2병)(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077353/products/2276740702,"세종대왕어주 약주는 국내산 찹쌀과 멥쌀, 전통누룩을 사용하여 세계3대 광천수로 유명한 초정리의 암반수로 빚은 술이다. 저온에서 오랜시간 숙성하여 산뜻한 단맛과 은은한 배꽃, 풋사과 향이 난다. 세종대왕의 어의가 쓴 산가요록 주방문에서 벽향주 제법을 현대에 구현한 술이다. 연녹색의 푸르름과 반짝이는 윤기가 고급스러우며 도수를 잊게 만드는 부드러운 술맛이 일품인 프리미엄 약주이다.","단맛:3, 신맛:1, 청량감:1, 바디감:3",전/무침:무침류,,,,
술아 연화주,15,375ml,"국내산 찹쌀, 누룩, 건조연화꽃, 증류주, 정제수",술아원,"￦36,000(375ml*2병)(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076879,술아'는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 '음식디미방'에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 국화주는 가을 국화를 넣어 꼬 끝에 스치는 향이 일품이다.,"단맛:4, 신맛:3, 청량감:2, 바디감:4",디저트:샐러드,,,,
술아 매화주,15,375ml,"국내산 찹쌀, 누룩, 건조매화꽃, 증류주, 정제수",,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076879,술아'는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 '음식디미방'에 등장하며 발효주와 증류주를 혼합하여 제조한 조선시대 대표적인 명주이다. 1956년 안타깝게 그 명맥이 끊겼으나 최근 그 제조법을 복원하여 상품화 되었다. 술아 연화주는 여름의 연꽃과 연잎을 넣어 신선하고 맑은 맛이 일품이다.,"단맛:5, 신맛:3, 청량감:2, 바디감:4",연잎밥,,,,
김포특주,15,375ml,"국내산 쌀, 효모, 정제효소,정제수, 프락토올리고당",김포금쌀탁주영농조합법인,"￦3,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://smartstore.naver.com/soola,여주햅찹쌀(100%)과 국내산누룩 정제수로 술을빚고 주정으로 주정강화를 합니다. 맑은 술만 걸러내어 술에 매화꽃을 띄어 저온에서 장기간 꽃향을 입히며 숙성을 합니다. 일체의 인공감미료 없이 빚어낸 술로써 찹쌀의 단맛을 극대화하여 달고 독한 술입니다. 저온숙성을 통해서 자연스럽게 풍부한 과실향과 꽃향이 만들어져 맛과 향이 뛰어납니다. 여기에 매화꽃향이 은은하게 올라옵니다.,"단맛:5, 신맛:3, 청량감:1, 바디감:4",디저트:아이스크림,,,,
삼양춘 생약주,15,500ml,"강화섬쌀, 전통누룩, 정제수",삼양춘,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100194518,"김포특주'를 생산하고 있는 김포금쌀탁주는 좋은 쌀과 좋은 물로 유명한 김포에서 3대째 가업을 이어 80여년 동안 술을 빚고 있는 양조장이다. 오랜 세월 쌓아온 양조기법으로 누구나 부담 없이 즐길 수 있는, 한번 맛 보면 다시 찾게 되는 제품을 생산하고 있다. 1950년대부터 유명세를 떨친 김포특주는 쌀이 귀하던 시절 쌀로 빚은 특별한 고급 약주로 '특주'라고 명명되었다.","단맛:4, 신맛:4, 청량감:2, 바디감:2","탕/전골:감자탕, 김치찌개, 청국장",,,,
미인약주,15,500ml,"찹쌀, 누룩, 정제수",최행숙전통주가,"￦25,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077742,"삼양춘(三釀春)은 세 번 빚어 맛과 향이 뛰어난 최고급 발효주의 의미를 가지고 있다. 삼양춘은 '세 번 빚는다'라는 의미로서 삼양(三釀)을, '술은 겨울에 빚어 봄에 마셔야 맛있다'는 말에서 춘(春)을 취했다. 예로부터 세 번 빚는 최고급 발효주를 특별히 춘주(春酒)라 하였다 한다.","단맛:2, 신맛:1, 청량감:1, 바디감:2",해산물:생선 찜,,,,
공주애 오디와인,15,375ml,"국내산 오디, 정제수, 주정, 과당, 효모",사곡양조원," ￦6,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,http://파주전통주.kr,미인약주'는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 약주이다. 술이 품고 있는 각각의 맛이 튀지 않고 잘 어우러진 가운데 부드러운 산미가 개성을 드러내고 있는 술이다.,"단맛:4, 신맛:1, 청량감:1, 바디감:2","해산물:골뱅이, 홍어 무침",,,,
도원결의,15,375ml,"정제수, 쌀, 복숭아, 조효소제, 효모, 젖산, 정제효소제, 효소처리스테비아, 구연산, 복숭아향",농업회사법인영덕주조,,과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069114,"공주애 오디와인'은 공주에서 재배한 오디를 원료로 저온발효, 저온숙성을 통해 빚은 오디가 듬뿍 담긴 과실주이다. 아름다운 빛깔과 깊은 풍미로 눈과 입이 즐거워지는 술로 오디의 달콤함과 부드러운 맛이 일품이다. 6월 중순 흑자색으로 익은 오디는 과실에 함유되어 있는 다양한 영양성분으로 기능성식품의 재료로서 각광 받아 왔다. 양지바른 산기슭에서 농부의 땀과 정성으로 자란 청정 오디를 전통기법으로 발효. 숙성시킨 제품이다.","단맛:3, 신맛:2, 청량감:3, 바디감:1",해산물:장어 구이,,,,
고창선운산 복분자주 특1호,15,1800ml,"복분자과실, 주정, 효모, 구연산, 정제수",고창선운산,"￦27,000(가격은 판매처 별로 상이할 수 있습니다.)",증류주,http://www.ydjujo.co.kr/,천연 발효기법으로 복숭아를 첨가하여 빚은 증류주이다. 자연스러운 백도 복숭아의 맛과 향이 은은하게 느껴지며 목 넘김이 부드럽다. 토닉워터와 얼음을 넣어 함께하면 깔끔하게 즐길 수 있다.,,"육류:깐풍기, 갈비",,,,
예주,15,750ml,"복분자, 주정, 효모, 정제수",용두산조은술,"￦29,000(가격은 판매처 별로 상이할 수 있습니다.)",과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,(농)고창선운산에서 생산하는 '고창선운산 복분자주'는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 다른 복분자주에 비해 특유의 달콤함을 가지고 있어 가볍게 마시기에 좋다.,"단맛:3, 신맛:1, 청량감:3, 바디감:2",해산물:장어 구이,,,,
당당하리,15,375ml,"쌀(국산), 홍마늘(국산), 감초(국산), 효모, 개량누룩, 정제효소제, 정제수, 복분자(국산), 설탕, 올리고당, DL-사과산, 구연산, 무수이황산",농업회사법인(주)세찬,"￦16,000(선물세트 3입) (가격은 판매처 별로 상이할 수 있습니다)",과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100078069,예주'는 제조사 용두산조은술의 직영농장에서 농약과 화학비료 없이 자연 그대로 길러낸 복분자를 이용하여 제조한다. 독일 늦따기 와인 제조기법으로 만들어낸 과실주로 단맛과 복분자의 깊은맛이 일품인 프리미엄 복분자와인이다.,"단맛:1, 신맛:3, 청량감:1, 바디감:3",육류:소고기 소금구이,,,,
마주 소곡주,16,500ml,"국내산 찹쌀, 국내산 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",옥순가 소곡주 마주,"￦17,000 (가격은 판매처 별로 상이할 수 있습니다)",과실주,https://smartstore.naver.com/se-chan,마늘은 흔히 일해백리(一害百利)라 한다. 마늘의 강한 향 한 가지 단점을 빼면 백 가지 이로운 점이 있다는 뜻이다. ‘당당하리’는 마늘의 고유 향은 감추되 마늘의 백리만 듬뿍 담아 좋은 재료만을 사용한 지역 특산주이다.,"단맛:4, 신맛:2, 청량감:2, 바디감:2","디저트:치즈, 과일",,,,
여민락주,16,500ml,"국내산 쌀, 누룩, 효모, 정제수",여주육묘영농조합법인,,약주,https://smartstore.naver.com/oksoonga/products/4785125963,마주 소곡주'는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 '앉은뱅이술'이라는 별칭도 가지고 있다.,"단맛:4, 신맛:3, 청량감:2, 바디감:4",산채요리,,,,
어우야,16,365ml,"야관문(제주산), 정제수, 포도당, 효모",왕지케양조장,"￦9,900 (가격은 판매처 별로 상이할 수 있습니다)","약주, 청주",,"조선시대 임금님께 진상하던 여주쌀과 국산 누룩, 천연 암반수를 사용하고 전통발효기법을 이용하여 100일동안 3번의 숙성과 거르는 작업을 통해 만들어 깔끔한 맛과 향을 가지고 있다. 각종 육류와도 잘 어울리는 달짝지근한 맛이 강한 약주이다.",,없음,,,,
산내울 사과애주,16,750ml,"사과, 설탕, 주정, 정제수, 과당",거창사과원예농협,"￦14,000 (가격은 판매처 별로 상이할 수 있습니다)",기타주류,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076505,"어우야'는 제주바다의 해풍을 맞고 자란 야관문(비수리)을 재료로 3대째 내려오는 전통제조방식으로 45일간의 시간 동안 정성으로 만든 100% 발효주이다. 풀잎향, 배향, 계피 향이 배어 나오고 달콤하면서 가벼운 맛을 낸다. 알코올 맛이 덜하고 끝 맛은 와인처럼 약간의 탄닌감을 남긴다. 얼음과 토닉을 첨가해서 칵테일로 마셔도 좋다.","향:2, 바디감:2, 목넘김:3",없음,,,,
산내울 복분자주,16,750ml,"복분자, 설탕, 주정, 정제수, 과당",거창사과원예농협,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",리큐르주,http://kcapple.nonghyup.com,거창 사과 원예 농협에서 생산하는 ‘산내울 사과애주’는 해발 600m 이상에서 청정 지역에서 재배된 사과를 엄격한 생산과정과 품질관리를 거쳐 저온발효하여 만든 술이다. 맑고 우아한 색과 상큼하고 달콤한 향이 혀끝을 간질이고 사과의 청량함이 입 안 가득 퍼지는 제품이다.,"단맛:4, 신맛:4, 청량감:3, 바디감:2",없음,,,,
